"","id_piezometro","anno","media_nivel","n_medidas","sd_nivel"
"144","2440-4-0107",1974,238.964545454545,11,2.47030509709373
"145","2440-4-0107",1975,235.475555555556,9,2.31024409484751
"146","2440-4-0107",1976,231.945,8,2.32611263699761
"147","2440-4-0107",1977,229.57,9,2.44673762385754
"148","2440-4-0107",1978,226.53,7,3.88188528080536
"149","2440-4-0107",1980,220.094444444444,9,3.63916580795349
"150","2440-4-0107",1981,213.55875,8,3.20981725113974
"151","2440-4-0107",1982,209.9575,4,3.24830596875766
"152","2440-4-0108",1962,244.24,1,NA
"153","2440-4-0108",1965,273.345,2,0.572756492761105
"154","2440-4-0108",1969,259.326,5,1.2695786702682
"155","2440-4-0108",1970,260.71,1,NA
"156","2440-4-0108",1972,246.29,7,2.35361424196915
"157","2440-4-0108",1973,242.380833333333,12,2.77194207709828
"158","2440-4-0108",1974,240.391818181818,11,2.30675017365044
"159","2440-4-0108",1975,236.997777777778,9,2.25083749845351
"160","2440-4-0108",1976,233.497777777778,9,2.08689828320511
"161","2440-4-0108",1977,232.073333333333,9,3.68361235745566
"162","2440-4-0108",1978,228.486666666667,6,3.59920361561647
"163","2440-4-0108",1980,222.82625,8,2.90896121616341
"164","2440-4-0108",1981,219.038333333333,6,2.32822178210467
"165","2440-4-0108",1982,214.2125,4,2.39878267738729
"166","2440-4-0108",1985,207.013333333333,3,3.2807671867009
"167","2440-4-0110",1961,279.53,1,NA
"168","2440-4-0110",1965,273.24,2,0.53740115370177
"169","2440-4-0110",1968,260.94,1,NA
"170","2440-4-0110",1969,258.874444444444,9,1.49199623919694
"171","2440-4-0110",1970,260.51,1,NA
"172","2440-4-0110",1972,247.3,1,NA
"173","2440-4-0110",1974,243.77,1,NA
"174","2440-4-0110",1985,210.796666666667,3,0.519262297238432
"175","2440-4-0110",1986,214.395454545455,11,2.26085542941765
"176","2440-4-0110",1987,218.831111111111,9,1.5579027925744
"177","2440-4-0110",1988,221.436666666667,9,1.0802893131009
"178","2440-4-0110",1989,222.692,5,0.666310738319585
"179","2440-4-0110",1990,221.775,8,0.886066750145994
"180","2440-4-0110",1991,221.1075,12,0.543927217724779
"181","2440-4-0110",1992,220.76,2,0.0282842712474563
"182","2440-4-0111",1961,279,1,NA
"183","2440-4-0111",1962,272.35,1,NA
"184","2440-4-0111",1965,273.795,2,0.572756492761105
"185","2440-4-0111",1968,261.2,1,NA
"186","2440-4-0111",1969,258.87125,8,1.48515932286261
"187","2440-4-0111",1970,261.08,1,NA
"188","2440-4-0113",1965,272.995,2,0.530330085889911
"189","2440-4-0113",1968,260.25,1,NA
"190","2440-4-0113",1969,258.7275,8,2.07227101095807
"191","2440-4-0113",1970,256.545,2,6.27203714912468
"192","2440-4-0113",1972,241.72,8,3.63613609677715
"193","2440-4-0113",1973,237.5075,12,4.8836426885155
"194","2440-4-0113",1974,237.24,11,3.75698283200762
"195","2440-4-0113",1975,234.665555555556,9,1.76285358943327
"196","2440-4-0113",1976,230.79375,8,4.05572941299449
"197","2440-4-0113",1977,223.004444444444,9,5.05271241787793
"198","2440-4-0113",1978,221.225714285714,7,4.84304951156072
"199","2440-4-0113",1980,214.824444444444,9,6.87514383687918
"200","2440-4-0113",1981,202.108333333333,6,5.15869524847773
"201","2440-4-0113",1982,198.365,4,8.86556070796803
"202","2440-4-0113",1985,200.922,5,3.83126219410784
"203","2440-4-0113",1986,210.093636363636,11,3.74853377396355
"204","2440-4-0113",1987,216.577777777778,9,2.59200105023984
"205","2440-4-0113",1988,221.817777777778,9,1.39171457003383
"206","2440-4-0113",1989,222.34,5,1.36304805491223
"207","2440-4-0113",1990,219.7225,8,1.31971587851326
"208","2440-4-0113",1991,217.789166666667,12,0.602456461396826
"209","2440-4-0113",1992,217.41,2,0.777817459305198
"210","2440-4-0115",1965,273.045,2,0.558614357137387
"211","2440-4-0115",1968,260.43,1,NA
"212","2440-4-0115",1969,259.4275,8,1.61415833884322
"213","2440-4-0115",1970,259.32,2,2.29102597104442
"214","2440-4-0115",1972,244.0675,4,2.63937334734339
"215","2440-4-0115",1973,236.825,10,4.73723606711292
"216","2440-4-0115",1974,236.826363636364,11,3.95086388711956
"217","2440-4-0115",1975,235.08125,8,1.27431143872177
"218","2440-4-0115",1976,230.84,9,4.28571172618972
"219","2440-4-0115",1977,224.283333333333,9,4.69289090007428
"220","2440-4-0115",1978,222.732857142857,7,4.69589080752422
